term,count,tf
international,4,0.00625
press,10,0.015625
freedom,4,0.00625
awards,3,0.0046875
recognition,1,0.0015625
decades,2,0.003125
courageous,2,0.003125
journalism,2,0.003125
political,8,0.0125
pressure,1,0.0015625
violence,1,0.0015625
cost,2,0.003125
life,2,0.003125
associate,1,0.0015625
committee,1,0.0015625
protect,1,0.0015625
journalists,13,0.0203125
jesus,1,0.0015625
blancornelas,19,0.0296875
editor,2,0.003125
mexican,16,0.025
newspaper,4,0.00625
zeta,16,0.025
prestigious,1,0.0015625
award,2,0.003125
colleague,2,0.003125
hector,1,0.0015625
félix,11,0.0171875
miranda,1,0.0015625
founded,1,0.0015625
feisty,1,0.0015625
weekly,2,0.003125
mexico,8,0.0125
border,2,0.003125
city,1,0.0015625
tijuana,10,0.015625
set,1,0.0015625
bold,1,0.0015625
agenda,1,0.0015625
country,3,0.0046875
news,2,0.003125
media,1,0.0015625
historically,1,0.0015625
government,11,0.0171875
bribe,5,0.0078125
spawned,1,0.0015625
provide,2,0.003125
newspapers,6,0.009375
hard,1,0.0015625
hitting,1,0.0015625
stories,1,0.0015625
official,1,0.0015625
corruption,2,0.003125
drug,2,0.003125
trafficking,1,0.0015625
independence,2,0.003125
popular,1,0.0015625
columnist,2,0.003125
known,1,0.0015625
cat,1,0.0015625
writing,2,0.003125
frequently,1,0.0015625
targeted,1,0.0015625
wealthy,1,0.0015625
powerful,2,0.003125
murdered,2,0.003125
unidentified,1,0.0015625
assailants,1,0.0015625
riddled,1,0.0015625
office,1,0.0015625
bullets,1,0.0015625
suffered,1,0.0015625
waves,1,0.0015625
harassment,1,0.0015625
ranging,1,0.0015625
issues,1,0.0015625
outright,1,0.0015625
threats,1,0.0015625
advertisers,1,0.0015625
death,1,0.0015625
documented,1,0.0015625
cpj,3,0.0046875
past,1,0.0015625
decade,1,0.0015625
apparent,1,0.0015625
reprisal,2,0.003125
virtually,1,0.0015625
investigations,1,0.0015625
incomplete,1,0.0015625
contradictory,1,0.0015625
leaving,1,0.0015625
key,1,0.0015625
questions,1,0.0015625
unresolved,1,0.0015625
leading,1,0.0015625
suspects,1,0.0015625
drama,1,0.0015625
played,2,0.003125
contentious,1,0.0015625
volatile,1,0.0015625
regions,1,0.0015625
baja,4,0.00625
california,3,0.0046875
elect,1,0.0015625
opposition,2,0.003125
governor,1,0.0015625
ernesto,1,0.0015625
ruffo,2,0.003125
center,1,0.0015625
national,1,0.0015625
action,1,0.0015625
party,2,0.003125
monopoly,4,0.00625
ruling,1,0.0015625
institutional,1,0.0015625
revolutionary,1,0.0015625
pri,4,0.00625
role,2,0.003125
historic,1,0.0015625
providing,1,0.0015625
forum,1,0.0015625
viewpoints,1,0.0015625
previous,2,0.003125
governments,1,0.0015625
close,1,0.0015625
investigative,2,0.003125
scrutiny,1,0.0015625
bloodiest,1,0.0015625
ongoing,1,0.0015625
war,1,0.0015625
threatens,1,0.0015625
economic,1,0.0015625
stability,1,0.0015625
social,2,0.003125
fabric,1,0.0015625
site,1,0.0015625
traumatic,1,0.0015625
assassination,2,0.003125
tumultuous,1,0.0015625
aftermath,1,0.0015625
revolution,1,0.0015625
presidential,1,0.0015625
candidate,1,0.0015625
luis,1,0.0015625
assassinated,3,0.0046875
campaign,1,0.0015625
rally,1,0.0015625
class,1,0.0015625
neighborhood,1,0.0015625
despite,1,0.0015625
risks,1,0.0015625
deterred,1,0.0015625
inspired,1,0.0015625
example,3,0.0046875
newly,1,0.0015625
empowered,1,0.0015625
generation,1,0.0015625
independent,3,0.0046875
trained,1,0.0015625
rejecting,1,0.0015625
habits,2,0.003125
self,1,0.0015625
censorship,1,0.0015625
subsidies,1,0.0015625
public,2,0.003125
balanced,1,0.0015625
coverage,3,0.0046875
spirit,1,0.0015625
recipients,1,0.0015625
included,1,0.0015625
irish,1,0.0015625
journalist,1,0.0015625
june,1,0.0015625
guardians,1,0.0015625
free,2,0.003125
persecution,1,0.0015625
personal,1,0.0015625
honored,1,0.0015625
uphill,1,0.0015625
climb,1,0.0015625
establish,1,0.0015625
voice,1,0.0015625
launched,1,0.0015625
soon,1,0.0015625
losing,1,0.0015625
control,2,0.003125
abc,3,0.0046875
started,1,0.0015625
daily,3,0.0046875
hallmark,1,0.0015625
depth,1,0.0015625
reporting,1,0.0015625
late,2,0.003125
paper,4,0.00625
controlled,2,0.003125
labor,1,0.0015625
union,1,0.0015625
move,1,0.0015625
orchestrated,1,0.0015625
gov,2,0.003125
roberto,1,0.0015625
de,3,0.0046875
la,2,0.003125
madrid,2,0.003125
takeover,1,0.0015625
occurred,1,0.0015625
refused,1,0.0015625
demand,1,0.0015625
fire,1,0.0015625
star,1,0.0015625
picked,1,0.0015625
left,2,0.003125
target,1,0.0015625
decided,2,0.003125
edit,1,0.0015625
publish,2,0.003125
san,2,0.003125
diego,2,0.003125
couple,1,0.0015625
avoid,1,0.0015625
authorities,3,0.0046875
newsprint,5,0.0078125
stayed,1,0.0015625
columns,2,0.003125
happenings,1,0.0015625
felix,1,0.0015625
murder,5,0.0078125
served,1,0.0015625
driving,1,0.0015625
narrow,1,0.0015625
street,1,0.0015625
outrage,1,0.0015625
followed,1,0.0015625
thousands,1,0.0015625
attended,1,0.0015625
funeral,1,0.0015625
unusual,1,0.0015625
alliance,1,0.0015625
officials,3,0.0046875
demanded,1,0.0015625
justice,1,0.0015625
allow,1,0.0015625
employees,1,0.0015625
owned,1,0.0015625
son,1,0.0015625
politician,1,0.0015625
power,1,0.0015625
broker,1,0.0015625
eventually,1,0.0015625
convicted,1,0.0015625
shooting,1,0.0015625
currently,1,0.0015625
serving,1,0.0015625
prison,1,0.0015625
sentences,1,0.0015625
established,1,0.0015625
motive,1,0.0015625
widely,1,0.0015625
believed,1,0.0015625
intellectual,1,0.0015625
authors,1,0.0015625
remain,1,0.0015625
wake,1,0.0015625
continued,1,0.0015625
print,1,0.0015625
name,1,0.0015625
edition,2,0.003125
reproduced,1,0.0015625
opposite,1,0.0015625
black,1,0.0015625
page,1,0.0015625
killed,1,0.0015625
following,1,0.0015625
careers,1,0.0015625
threatened,1,0.0015625
criticized,1,0.0015625
handled,1,0.0015625
reporters,3,0.0046875
fired,1,0.0015625
el,2,0.003125
herald,1,0.0015625
published,1,0.0015625
special,1,0.0015625
critical,2,0.003125
investigation,2,0.003125
formed,1,0.0015625
journal,1,0.0015625
cambio,1,0.0015625
radio,1,0.0015625
commentators,1,0.0015625
vacations,1,0.0015625
opening,1,0.0015625
morning,1,0.0015625
talk,1,0.0015625
police,1,0.0015625
subtle,1,0.0015625
