term,count,tf
acu,2,0.012422360248447204
ratings,2,0.012422360248447204
house,1,0.006211180124223602
republicans,1,0.006211180124223602
bold,1,0.006211180124223602
alabama,1,0.006211180124223602
allen,1,0.006211180124223602
sparkman,1,0.006211180124223602
alaska,1,0.006211180124223602
gravel,1,0.006211180124223602
stevens,1,0.006211180124223602
arizona,1,0.006211180124223602
fannin,1,0.006211180124223602
goldwater,1,0.006211180124223602
arkansas,1,0.006211180124223602
fulbright,1,0.006211180124223602
mcclellan,1,0.006211180124223602
california,1,0.006211180124223602
cranston,1,0.006211180124223602
tunney,1,0.006211180124223602
colorado,1,0.006211180124223602
haskell,1,0.006211180124223602
dominick,1,0.006211180124223602
connecticut,1,0.006211180124223602
ribicoff,1,0.006211180124223602
weicker,1,0.006211180124223602
delaware,1,0.006211180124223602
biden,1,0.006211180124223602
roth,1,0.006211180124223602
florida,1,0.006211180124223602
chiles,1,0.006211180124223602
gurney,1,0.006211180124223602
georgia,1,0.006211180124223602
nunn,1,0.006211180124223602
talmadge,1,0.006211180124223602
hawaii,1,0.006211180124223602
inouye,1,0.006211180124223602
fong,1,0.006211180124223602
idaho,1,0.006211180124223602
church,1,0.006211180124223602
mcclure,1,0.006211180124223602
illinois,1,0.006211180124223602
stevenson,1,0.006211180124223602
percy,1,0.006211180124223602
indiana,1,0.006211180124223602
bayh,1,0.006211180124223602
hartke,1,0.006211180124223602
iowa,1,0.006211180124223602
clark,1,0.006211180124223602
hughes,1,0.006211180124223602
kansas,1,0.006211180124223602
dole,1,0.006211180124223602
pearson,1,0.006211180124223602
kentucky,1,0.006211180124223602
huddleston,1,0.006211180124223602
cook,1,0.006211180124223602
louisiana,1,0.006211180124223602
johnston,1,0.006211180124223602
maine,1,0.006211180124223602
muskie,1,0.006211180124223602
hathaway,1,0.006211180124223602
maryland,1,0.006211180124223602
beall,1,0.006211180124223602
mathias,1,0.006211180124223602
massachusetts,1,0.006211180124223602
kennedy,1,0.006211180124223602
brooke,1,0.006211180124223602
michigan,1,0.006211180124223602
hart,1,0.006211180124223602
griffin,1,0.006211180124223602
minnesota,1,0.006211180124223602
humphrey,1,0.006211180124223602
mondale,1,0.006211180124223602
mississippi,1,0.006211180124223602
eastland,1,0.006211180124223602
stennis,1,0.006211180124223602
missouri,1,0.006211180124223602
eagleton,1,0.006211180124223602
symington,1,0.006211180124223602
montana,1,0.006211180124223602
mansfield,1,0.006211180124223602
metcalf,1,0.006211180124223602
nebraska,1,0.006211180124223602
curtis,1,0.006211180124223602
hruska,1,0.006211180124223602
nevada,1,0.006211180124223602
bible,1,0.006211180124223602
cannon,1,0.006211180124223602
hampshire,1,0.006211180124223602
mcintyre,1,0.006211180124223602
cotton,1,0.006211180124223602
jersey,1,0.006211180124223602
williams,1,0.006211180124223602
mexico,1,0.006211180124223602
montoya,1,0.006211180124223602
domenici,1,0.006211180124223602
york,1,0.006211180124223602
buckley,1,0.006211180124223602
javits,1,0.006211180124223602
north,2,0.012422360248447204
carolina,2,0.012422360248447204
ervin,1,0.006211180124223602
helms,1,0.006211180124223602
dakota,2,0.012422360248447204
burdick,1,0.006211180124223602
ohio,1,0.006211180124223602
saxbe,1,0.006211180124223602
taft,1,0.006211180124223602
oklahoma,1,0.006211180124223602
bartlett,1,0.006211180124223602
bellmon,1,0.006211180124223602
oregon,1,0.006211180124223602
hatfield,1,0.006211180124223602
packwood,1,0.006211180124223602
pennsylvania,1,0.006211180124223602
schweiker,1,0.006211180124223602
scott,2,0.012422360248447204
rhode,1,0.006211180124223602
island,1,0.006211180124223602
pastore,1,0.006211180124223602
pell,1,0.006211180124223602
south,2,0.012422360248447204
hollings,1,0.006211180124223602
thurmond,1,0.006211180124223602
mcgovern,1,0.006211180124223602
abourezk,1,0.006211180124223602
tennessee,1,0.006211180124223602
baker,1,0.006211180124223602
brock,1,0.006211180124223602
texas,1,0.006211180124223602
bentsen,1,0.006211180124223602
tower,1,0.006211180124223602
utah,1,0.006211180124223602
moss,1,0.006211180124223602
bennett,1,0.006211180124223602
vermont,1,0.006211180124223602
aiken,1,0.006211180124223602
stafford,1,0.006211180124223602
virginia,2,0.012422360248447204
byrd,2,0.012422360248447204
jr,1,0.006211180124223602
washington,1,0.006211180124223602
jackson,1,0.006211180124223602
magnuson,1,0.006211180124223602
west,1,0.006211180124223602
randolph,1,0.006211180124223602
wisconsin,1,0.006211180124223602
nelson,1,0.006211180124223602
proxmire,1,0.006211180124223602
wyoming,1,0.006211180124223602
mcgee,1,0.006211180124223602
hansen,1,0.006211180124223602
