Term,DocId,TfIdf
cpj,172,0.1323308891452743
news,172,0.035184145720971664
alert,172,0.0507106360223313
index,172,0.010829951576954416
website,172,0.029648427067269674
immediate,172,0.0143713472053227
release,172,0.012059919043485638
dec,172,0.04074725355517926
contact,172,0.00826308151777059
hails,172,0.02501105425131129
historic,172,0.0169035453407771
verdict,172,0.037476458175745735
argentine,172,0.1250552712565564
libel,172,0.0874985666783683
judge,172,0.04021484568432023
ruling,172,0.014160849397020015
menem,172,0.2814746683303049
supports,172,0.01620603095241847
journalist,172,0.04768153804069044
fulfill,172,0.02003995792249631
duty,172,0.02646835569317113
york,172,0.0066771857092148825
committee,172,0.020892010540014418
protect,172,0.021646595236295425
journalists,172,0.08042969136864046
hailed,172,0.02003995792249631
court,172,0.009258836652507249
decision,172,0.02716401536095429
argentina,172,0.02646835569317113
suit,172,0.032412061904836934
brought,172,0.012910834118159572
president,172,0.048916277709587536
carlos,172,0.017297261978739226
newspaper,172,0.01358241785172642
pagina,172,0.14073733416515244
victory,172,0.03065499390084636
press,172,0.057068990661185474
freedom,172,0.04848535579624478
maria,172,0.01620603095241847
laura,172,0.014824213533634837
de,172,0.0059516533559335295
columnist,172,0.023176370504215518
horacio,172,0.02187464166959208
verbitsky,172,0.056294933666061
doing,172,0.012191084368703971
job,172,0.024119838086971275
wrote,172,0.015068861593681331
tortured,172,0.02187464166959208
claimed,172,0.014824213533634837
arrest,172,0.014592117178940038
military,172,0.017592072860485832
dictatorship,172,0.03641054835080109
ernesto,172,0.02501105425131129
editors,172,0.017728529760659247
sued,172,0.037476458175745735
pay,172,0.010446005270007209
costs,172,0.010356400621608208
trial,172,0.012609063192826214
expression,172,0.013404948561440078
meant,172,0.017728529760659247
inform,172,0.017728529760659247
society,172,0.01567379004857556
informed,172,0.01620603095241847
fulfilled,172,0.020864942342378456
imposed,172,0.015068861593681331
telling,172,0.01620603095241847
truth,172,0.01560181650615366
television,172,0.01232616564992425
interview,172,0.013234177846585569
major,172,0.0070034449576372535
moment,172,0.0169035453407771
country,172,0.007888024233581597
evolution,172,0.011455704597220829
democratic,172,0.010446005270007209
william,172,0.011570264814344313
orme,172,0.02187464166959208
jr,172,0.012910834118159572
executive,172,0.011570264814344313
director,172,0.011234934623603487
commend,172,0.023176370504215518
colleagues,172,0.01620603095241847
principled,172,0.02501105425131129
pursuit,172,0.018738229087872867
particularly,172,0.008923506461766428
held,172,0.009621020850125063
esteem,172,0.019342443534137683
majority,172,0.011808471753192376
people,172,0.011704402578665472
legal,172,0.016752419164096994
assault,172,0.015893846013563483
government,172,0.012038380469484031
october,172,0.010182345052251662
publishing,172,0.015893846013563483
article,172,0.010725984472351496
questioned,172,0.02501105425131129
claims,172,0.012191084368703971
torture,172,0.020864942342378456
fourth,172,0.013959710199866922
initiated,172,0.01620603095241847
paper,172,0.006192578760996028
target,172,0.01620603095241847
lawsuits,172,0.019342443534137683
criticized,172,0.016541361143159287
continued,172,0.011455704597220829
harassment,172,0.017297261978739226
letter,172,0.013404948561440078
broad,172,0.012609063192826214
range,172,0.010823297618147713
writers,172,0.013959710199866922
officials,172,0.011455704597220829
support,172,0.007088822714670659
including,172,0.004882020876004885
association,172,0.00954622762862637
defense,172,0.01986641157796009
independent,172,0.019242041700250127
journalism,172,0.016541361143159287
formed,172,0.01376713275905789
ago,172,0.01376713275905789
act,172,0.008796036430242914
behalf,172,0.01532749695042318
threatened,172,0.015068861593681331
harassed,172,0.02187464166959208
scores,172,0.02187464166959208
thousands,172,0.015068861593681331
murdered,172,0.017297261978739226
disappeared,172,0.023176370504215518
nonpartisan,172,0.023176370504215518
nonprofit,172,0.011455704597220829
organization,172,0.007309592688288
devoted,172,0.02003995792249631
professional,172,0.010268535979720871
rights,172,0.005071148155092946
world,172,0.005691156288868018
information,172,0.0045259472625403365
freely,172,0.016541361143159287
copied,172,0.018205274175400545
distributed,172,0.014824213533634837
provided,172,0.011234934623603487
properly,172,0.01560181650615366
attributed,172,0.016541361143159287
alerts,172,0.02187464166959208
