Term,DocId,TfIdf
patient,18,0.02693176029162052
information,18,0.04546519750097338
center,18,0.015847757778377568
surgical,18,0.03764680571290821
treatment,18,0.017061679529509592
obesity,18,0.04656343528574208
please,18,0.09029471206829454
send,18,0.011691965790627704
indicate,18,0.06792151855112252
full,18,0.017422955244505173
address,18,0.04161390067955297
telephone,18,0.024764387351211444
mail,18,0.017799184482349302
email,18,0.059566385289696336
fax,18,0.042716166530760866
name,18,0.01917923914478571
home,18,0.019723486055445043
city,18,0.016163081032812932
stat,18,0.03764680571290821
postal,18,0.04656343528574208
code,18,0.02194479709390381
country,18,0.015847757778377568
phone,18,0.02257200501651246
ss,18,0.03561822797368812
insurance,18,0.02324571385427357
friend,18,0.027659421270470847
family,18,0.03320256391686
help,18,0.017799184482349302
answering,18,0.04026209728065167
questions,18,0.01648973566214078
learn,18,0.026588666400867364
website,18,0.059566385289696336
helpful,18,0.03323309829671093
considering,18,0.029316889968597708
procedure,18,0.02693176029162052
provide,18,0.01660128195843
following,18,0.015443650845915443
male,18,0.029316889968597708
female,18,0.026258051453859413
age,18,0.01917923914478571
height,18,0.032559389458949824
weight,18,0.20521822978018395
struggling,18,0.04191956597877853
deceased,18,0.3772760938090069
father,18,0.029316889968597708
mother,18,0.026258051453859413
brother,18,0.04026209728065167
sister,18,0.04026209728065167
mat,18,0.07529361142581642
grandmother,18,0.09312687057148417
grandfather,18,0.11310163945635887
pat,18,0.08789628743599724
types,18,0.03896459502170944
loss,18,0.07117287974878676
efforts,18,0.038062832455539035
tried,18,0.059566385289696336
gain,18,0.028450433788558393
diet,18,0.15544290985616094
programs,18,0.016714213958416886
craig,18,0.03323309829671093
centers,18,0.029316889968597708
shots,18,0.04191956597877853
acupuncture,18,0.03657605084330472
hypnosis,18,0.05024948172308903
teeth,18,0.04191956597877853
wiring,18,0.05024948172308903
med,18,0.03657605084330472
supervised,18,0.04026209728065167
diets,18,0.04656343528574208
