Term,DocId,TfIdf
directions,117,0.08622620069100831
lawrence,117,0.05282014990973728
livermore,117,0.3120328595412838
national,117,0.020231471381933645
laboratory,117,0.07640699607616969
address,117,0.05162626776034767
pcmdi,117,0.16649739476961214
llnl,117,0.08426353805214447
mailing,117,0.031136455852781224
box,117,0.020257365755515618
ca,117,0.0457524261616811
street,117,0.017509547909692582
east,117,0.12125699553135474
avenue,117,0.024632715721302996
bldg,117,0.04155972172586312
tel,117,0.02546899869205656
fax,117,0.01766458014429961
site,117,0.015986809081786756
map,117,0.02424705185372743
san,117,0.054449496548783886
francisco,117,0.021453340903107257
international,117,0.033482520038464136
airport,117,0.1868187351166873
hour,117,0.14118260376277098
traffic,117,0.08622620069100831
rush,117,0.10401095318042794
add,117,0.07059130188138549
miles,117,0.06958863054520127
exit,117,0.10401095318042794
south,117,0.03643804475439807
bridge,117,0.02641007495486864
north,117,0.036213601201319084
continue,117,0.07327520409568355
oakland,117,0.031136455852781224
minutes,117,0.10187599476822626
jose,117,0.033299478953922435
called,117,0.014309038019273903
exits,117,0.038511111890463384
road,117,0.021717185412966432
proceed,117,0.029458684790268374
railroad,117,0.027486021147655658
overpass,117,0.0935427093248081
left,117,0.01720875592011589
west,117,0.023847536569475237
gate,117,0.05891736958053674
drive,117,0.023880208514107642
light,117,0.01650555247642549
badge,117,0.04155972172586312
office,117,0.027460767149282708
building,117,0.01586252861598818
passing,117,0.02641007495486864
entrance,117,0.030250869118522712
visitors,117,0.03467031772680931
prior,117,0.0188497601759055
entry,117,0.02692881834950737
return,117,0.013280021607866404
home,117,0.008156328819920884
page,117,0.01731858598315049
update,117,0.024632715721302996
november,117,0.0188497601759055
maintained,117,0.027486021147655658
anna,117,0.030250869118522712
mccravy,117,0.038511111890463384
disclaimers,117,0.03214045128604832
