Term,DocId,TfIdf
law,133,0.1284541649011911
related,133,0.008831118608173153
internet,133,0.04045049431589107
resources,133,0.013461861185553302
topic,133,0.006012567126049675
arbitration,133,0.007030723718823068
alternative,133,0.0039341262723859285
dispute,133,0.005571343463887372
resolution,133,0.004383621889161721
banking,133,0.0053884065640350315
bankruptcy,133,0.006617377619676842
competition,133,0.009385836645109424
communications,133,0.008508792664095622
constitutional,133,0.04480399027357334
contracts,133,0.005223795612461046
corporation,133,0.00433728820994018
criminal,133,0.00433728820994018
employment,133,0.031717072156414616
entertainment,133,0.006012567126049675
sports,133,0.0024705448993497447
environmental,133,0.032057901791861555
family,133,0.0030035214069527964
nations,133,0.01374968568559832
health,133,0.01471853101362192
human,133,0.030734897242693564
rights,133,0.02396284317365465
intellectual,133,0.04059336781803407
property,133,0.03606513951584425
international,133,0.0317386387864608
trade,133,0.022586492145152102
economics,133,0.004882867505609355
labour,133,0.007284261021170532
legal,133,0.012178567879162615
theory,133,0.0035528736176863814
litigation,133,0.0062873271337193564
practice,133,0.009062020616118462
probate,133,0.007030723718823068
trusts,133,0.007951144422664223
estates,133,0.009091189127532557
real,133,0.0035528736176863814
estate,133,0.0053884065640350315
securities,133,0.006144216316302202
tax,133,0.0040072377239826935
tort,133,0.006012567126049675
source,133,0.004292224107657097
comprehensive,133,0.01213514829476732
list,133,0.01213514829476732
sites,133,0.0046371591915091845
intended,133,0.005147282428851025
set,133,0.0027587095194568016
included,133,0.004045049431589107
please,133,0.006534485741784473
know,133,0.0042483618591667
web,133,0.012616917059062958
utoronto,133,0.014568522042341063
ca,133,0.010008343222867741
canadian,133,0.07313313857445465
radio,133,0.00386412690656554
television,133,0.004480399027357335
telecommunications,133,0.011342110025855123
commission,133,0.011910827370046477
federal,133,0.006173634040283075
fcc,133,0.005890679013954739
united,133,0.0050913201830191865
glossary,133,0.008424305726038863
industry,133,0.005887412405448768
terms,133,0.0032672428708922364
provided,133,0.004083750907592715
online,133,0.0053884065640350315
bell,133,0.005571343463887372
canada,133,0.07890519400491093
telecom,133,0.007584132002739537
information,133,0.011515855945970231
maintained,133,0.01202513425209935
jeff,133,0.007951144422664223
mason,133,0.007951144422664223
juan,133,0.007284261021170532
server,133,0.0064440872978712045
supported,133,0.005147282428851025
school,133,0.02672283457991202
public,133,0.004091632985786726
policy,133,0.002867193019114363
studies,133,0.002127198166023905
university,133,0.02943947313781357
michigan,133,0.00386412690656554
telephone,133,0.004480399027357335
association,133,0.006939856269494828
findlaw,133,0.0716186368268062
ted,133,0.008424305726038863
consumer,133,0.004205639019687652
guide,133,0.0050741709772542595
dates,133,0.014568522042341063
documents,133,0.01772519503607617
quick,133,0.005571343463887372
reference,133,0.0042483618591667
national,133,0.006638451547196978
library,133,0.062038182626266584
confederation,133,0.007584132002739537
bibliography,133,0.007030723718823068
accord,133,0.013622199435591786
cable,133,0.01202513425209935
parliamentary,133,0.009620899026629638
channel,133,0.011781358027909477
cpac,133,0.02046246766480177
laws,133,0.007105747235372763
annotated,133,0.007284261021170532
consolidated,133,0.007951144422664223
